release_id	title	platform	first_release_date	reception_score	lifetime_units	publisher	developer	genre	media_type	release_jp	release_na	release_eu	release_br	first_release_raw	source_url	notes
14651	Falcon	TurboGrafx-16	1992-07-01	65.0		TTI			Commercial		1992-07-01				https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14652	Greg Norman's Golf Power	Nintendo Entertainment System	1992-07-01	65.0		Virgin Games	Gremlin Interactive	sports video game	Cartridge		1992-07-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14653	Jeep Jamboree: Off Road Adventure	Game Boy	1992-07-01	65.0		Virgin Interactive	Gremlin Graphics	racing video game	Cartridge		1992-07-01				https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14654	King Salmon	Sega Genesis	1992-07-01	65.0		Vic TokaiNA Hot-BJP	Hot-B		Cartridge	1992-09-26	1992-07-01				https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14655	Knight Quest	Game Boy	1991-09-13	65.0		Taito	Lenar		Cartridge	1991-09-13	1992-07-01				https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14656	Lemmings	Sega Genesis	1992-07-01	65.0		SunsoftNA/JP SegaPAL	Sunsoft		Cartridge	1992-11-20	1992-07-01	1992-12-10			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14657	Lords of the Rising Sun •Rising SunJP	TurboGrafx-16	1992-03-13	65.0		NEC (US) Victor Musical Industries (JP)			Commercial	1992-03-13	1992-07-01				https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14658	Prophecy: The Viking Child	Game Boy	1992-07-01	65.0		GameTek	Imagitec Design		Cartridge		1992-07-01	1993-10-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14659	Race Drivin'	Super Nintendo Entertainment System	1992-07-01	65.0		THQ	Imagineering	sim racing	Cartridge		1992-07-01	1992-10-01			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14660	Spanky's Quest Lucky Monkey JP	Game Boy	1991-04-26	65.0		Natsume Co., Ltd.	Natsume Co., Ltd.		Cartridge	1991-04-26	1992-07-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14661	Spanky's Quest •Hansei Zaru: Jirou-kun no DaiboukenJP	Super Nintendo Entertainment System	1991-12-27	65.0		Natsume Co., Ltd.	Natsume Co., Ltd.		Cartridge	1991-12-27	1992-07-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14662	Taz-Mania	Sega Genesis	1992-07-01	65.0		Sega	Recreational Brainware Nu Romantic Productions	comedy television series	Cartridge	1992-12-25	1992-07-01	1992-07-01			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14663	The Blue Marlin	Nintendo Entertainment System	1991-12-27	65.0		Hot-B	Hot-B	sports video game	Cartridge	1991-12-27	1992-07-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14664	Ultima: Runes of Virtue Ultima JP	Game Boy	1991-12-14	65.0		Pony Canyon JP FCI NA	Origin Systems		Cartridge	1991-12-14	1992-07-01				https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14665	Wave Race	Game Boy	1992-07-01	63.86	1000000	Nintendo	Pax SoftnicaNintendo EAD	personal watercraft racing video game	Cartridge		1992-07-01	1997-06-24			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14666	Wheel of Fortune	Sega Genesis	1992-07-01	65.0		GameTek	Imagitec Design		Cartridge		1992-07-01				https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14667	Yoshi Mario & Yoshi PAL	Game Boy	1991-12-14	65.0		Nintendo	Game Freak		Cartridge	1991-12-14	1992-07-01	1992-12-17			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14668	Light Fantasy	Super Nintendo Entertainment System	1992-07-03	65.0		Tonkin House	Advance Communication Company		Cartridge	1992-07-03					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14669	The Golf '92	Nintendo Entertainment System	1992-07-03	65.0		G.O.1	G.O.1	sports video game	Cartridge	1992-07-03					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14670	Urusei Yatsura: Miss Tomobiki o Sagase!	Game Boy	1992-07-03	65.0		Yanoman	KID		Cartridge	1992-07-03					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14671	Color Wars	TurboGrafx-16	1992-07-10	65.0		Coconuts Japan			Commercial	1992-07-10					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14672	Cool World	Commodore Amiga	1992-01-01	65.0		Ocean		fantasy film			1992-07-10			1992		
14673	Cool World	DOS	1992-01-01	65.0		Ocean Software	Twilight Software	fantasy film	Floppy/CD		1992-07-10			1992	https://en.wikipedia.org/wiki/Index_of_DOS_games_(C)	
14674	Hokuto no Ken 5 : Tenma Ryūsei Den: Ai Zesshō	Super Nintendo Entertainment System	1992-07-10	65.0		Toei Animation	Shouei		Cartridge	1992-07-10					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14675	Honō no Tōkyūji: Dodge Danpei	Sega Genesis	1992-07-10	65.0		Sega	Sega	action anime and manga	Cartridge	1992-07-10					https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14676	Magical Taruruto-kun 2: Rivar Zone Panic!!	Game Boy	1992-07-10	65.0		Bandai	Tom Create		Cartridge	1992-07-10					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14677	Pachinko Daisakusen 2	Nintendo Entertainment System	1992-07-10	65.0		Coconuts Japan	C-Dream		Cartridge	1992-07-10					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14678	Yuuyu no Quiz de GO! GO!	Super Nintendo Entertainment System	1992-07-10	65.0		Taito	Taito	quiz video game	Cartridge	1992-07-10					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14679	Street Fighter II: The World Warrior	Super Nintendo Entertainment System	1992-06-10	87.59	6300000	Capcom	Capcom	fighting game	Cartridge	1992-06-10	1992-07-15	1992-10-05			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14680	Ninja Gaiden	Sega Master System	1992-07-16	65.0		Sega	SIMS	action-adventure game	Cartridge			1992-07-16			https://en.wikipedia.org/wiki/List_of_Master_System_games	
14681	Alzadick	TurboGrafx-16	1992-07-17	65.0		Naxat Soft		vertically scrolling shooter	Commercial	1992-07-17					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14682	Captain Tsubasa 3: Koutei no Chousen	Super Nintendo Entertainment System	1992-07-17	65.0		Tecmo	Tecmo	association football video game	Cartridge	1992-07-17					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14683	Gley Lancer	Sega Genesis	1992-07-17	65.0		Masaya	NCS	shoot 'em up	Cartridge	1992-07-17					https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14684	Higashio Osamu Kanshuu Pro Yakyuu Stadium '92	Game Boy	1992-07-17	65.0		Tokuma Shoten			Cartridge	1992-07-17					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14685	Mitsume ga Tōru	Nintendo Entertainment System	1992-07-17	65.0		Tomy	Natsume		Cartridge	1992-07-17					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14686	Pachinko Wars	Super Nintendo Entertainment System	1992-07-17	65.0		Coconuts Japan	OeRSTED		Cartridge	1992-07-17					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14687	Ranma ½: Netsuretsu Kakutouhen	Game Boy	1992-07-17	65.0		Banpresto			Cartridge	1992-07-17					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14688	Record of Lodoss War	TurboGrafx-16	1992-07-17	65.0		Hudson Soft		sword and sorcery	Commercial	1992-07-17					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14689	Sanrio Cup: Pon Pon Volley	Nintendo Entertainment System	1992-07-17	65.0		Character Soft	Character Soft	sports video game	Cartridge	1992-07-17					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14690	Sorcerian	TurboGrafx-16	1992-07-17	65.0		Victor Musical Industries	Nihon Falcom	action role-playing game	Commercial	1992-07-17					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14691	Summer Carnival '92: Recca	Nintendo Entertainment System	1992-07-17	65.0		Naxat Soft	KID	shoot 'em up	Cartridge	1992-07-17					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14692	Uchuu Senkan Yamato	Game Boy	1992-07-17	65.0		Bec		science fiction anime and manga	Cartridge	1992-07-17					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14693	Kick Off	Nintendo Entertainment System	1992-07-22	65.0		Imagineer	Enigma Variations		Cartridge			1992-07-22			https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14694	Downtown Nekketsu Koushinkyoku: Dokodemo Daiundoukai	Game Boy	1992-07-24	65.0		Technōs Japan	Million Corp.		Cartridge	1992-07-24					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14695	Dyna Brothers	Sega Genesis	1992-07-24	65.0		CRI	CRI		Cartridge	1992-07-24					https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14696	Earth Light	Super Nintendo Entertainment System	1992-07-24	65.0		Hudson Soft	Hudson Soft		Cartridge	1992-07-24					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14697	Pop'n Magic	TurboGrafx-16	1992-07-24	65.0		Telenet Japan			Commercial	1992-07-24					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14698	Silva Saga	Nintendo Entertainment System	1992-07-24	65.0		SETA	SETA	role-playing video game	Cartridge	1992-07-24					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14699	Stratego	TurboGrafx-16	1992-07-24	65.0		Victor Musical Industries		board wargame	Commercial	1992-07-24					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14700	Super F1 Circus	Super Nintendo Entertainment System	1992-07-24	65.0		Nichibutsu	Cream		Cartridge	1992-07-24					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14701	Syvalion •SaibarionJP	Super Nintendo Entertainment System	1992-07-24	65.0		Toshiba EMI (JP) JVC Musical Industries (PAL)	Taito		Cartridge	1992-07-24		1992-11-01			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14702	TATSUJIN	TurboGrafx-16	1992-07-24	65.0		Taito			Commercial	1992-07-24					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14703	Toukon Club	Nintendo Entertainment System	1992-07-24	65.0		Jaleco	Natsume		Cartridge	1992-07-24					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14704	Twinkle Tale	Sega Genesis	1992-07-24	65.0		Wonder Amusement Studio	Zap Corporation	shoot 'em up	Cartridge	1992-07-24					https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14705	3×3 Eyes Seima Kourin-den	Super Nintendo Entertainment System	1992-07-28	65.0		Yutaka	Nova Games		Cartridge	1992-07-28					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14706	World Heroes	Neo Geo	1992-07-28	65.0		SNK, Alpha Denshi	Alpha Denshi	fighting game	Multi-format						https://en.wikipedia.org/wiki/List_of_Neo_Geo_games	
14707	Mahō no Princess Minky Momo: Remember Dream	Nintendo Entertainment System	1992-07-29	65.0		Yutaka	Bits Laboratory		Cartridge	1992-07-29					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14708	Famista 2	Game Boy	1992-07-30	65.0		Namco			Cartridge	1992-07-30					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14709	Bonanza Bros.	TurboGrafx-16	1992-07-31	65.0		NEC Avenue		platform game	Commercial	1992-07-31		1991-12-15			https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14710	Detonator Orgun	Sega CD	1992-07-31	65.0		Hot-B	Hot-B	adventure anime and manga	CD	1992-07-31					https://en.wikipedia.org/wiki/List_of_Sega_CD_games	
14711	Hammerin' Harry: Ghost Building Company Daiku no Gen-san: Ghost Building Company JP	Game Boy	1992-07-31	65.0		Irem	Tamtex		Cartridge	1992-07-31		1993-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14712	Honoo no Doukyuuji: Dodge Danpei	Super Nintendo Entertainment System	1992-07-31	65.0		Sunsoft			Cartridge	1992-07-31					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14713	Kikou Keisatsu Metal Jack	Super Nintendo Entertainment System	1992-07-31	65.0		Atlus	Atlus	science fiction anime and manga	Cartridge	1992-07-31					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14714	Penta Dragon	Game Boy	1992-07-31	65.0		Yanoman	Japan Art Media		Cartridge	1992-07-31					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14715	Arcade Smash Hits	Sega Master System	1992-08-01	65.0		Virgin Games	Images Software	action game	Cartridge			1992-08-01			https://en.wikipedia.org/wiki/List_of_Master_System_games	
14716	Capcom's Gold Medal Challenge '92 Capcom Barcelona '92JP	Nintendo Entertainment System	1992-06-05	65.0		Capcom	Capcom		Cartridge	1992-06-05	1992-08-01	1993-06-17			https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14717	Danny Sullivan's Indy Heat	Nintendo Entertainment System	1992-01-01	65.0		Tradewest	Rare	racing video game	Cartridge		1992-08-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14718	Double Dragon 3: The Arcade Game	Game Boy	1992-01-01	65.0		Acclaim	The Sales Curve		Cartridge		1992-08-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14719	Dungeons & Dragons: Warriors of the Eternal Sun	Sega Genesis	1992-08-01	65.0		Sega	Westwood Associates	role-playing video game	Cartridge		1992-08-01	1992-08-01			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14720	Evander Holyfield's "Real Deal" Boxing	Sega Genesis	1992-08-01	65.0		Sega	Acme Interactive		Cartridge	1992-10-30	1992-08-01	1992-09-24			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14721	Jackie Chan's Action Kung Fu •Jackie ChanJP	TurboGrafx-16	1991-01-18	65.0		TTI (US) Hudson Soft (JP)			Commercial	1991-01-18	1992-08-01				https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14722	Ka-Blooey •BombuzalJP	Super Nintendo Entertainment System	1990-12-01	65.0		Kemco	Kemco		Cartridge	1990-12-01	1992-08-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14723	Kirby's Dream Land	Game Boy	1992-04-24	82.68	5130000	Nintendo	HAL Laboratory	platform game	Cartridge	1992-04-24	1992-08-01	1992-08-03			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14724	Magic Sword	Super Nintendo Entertainment System	1992-05-29	65.0		Capcom	Minakuchi Engineering		Cartridge	1992-05-29	1992-08-01	1993-03-18			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14725	Marble Madness	Sega Master System	1992-08-01	65.0		Virgin Games	Steve Lamb	racing video game	Cartridge			1992-08-01			https://en.wikipedia.org/wiki/List_of_Master_System_games	
14726	Might and Magic: The Secret of the Inner Sanctum	Nintendo Entertainment System	1990-07-31	65.0		GakkenJP American SammyNA	G-Amusements	role-playing video game	Cartridge	1990-07-31	1992-08-01				https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14727	Neutopia II	TurboGrafx-16	1991-09-27	65.0		TTI (US) Hudson Soft (JP)	Hudson Soft	action-adventure game	Commercial	1991-09-27	1992-08-01				https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14728	Out of Gas	Game Boy	1992-08-01	65.0		FCI	Realtime Associates		Cartridge		1992-08-01				https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14729	Rampart	Super Nintendo Entertainment System	1992-08-01	65.0		Electronic Arts	Bitmasters		Cartridge		1992-08-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14730	RoboCop 3	Nintendo Entertainment System	1992-08-01	65.0		Ocean Software	Probe Software	action film	Cartridge	1993-04-18	1992-08-01	1993-07-28			https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14731	Side Pocket	Sega Genesis	1992-01-01	65.0		Data EastNA/JP SegaPAL	Data East	sports video game	Cartridge	1992-12-11	1992-08-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14732	Soul Blazer •Soul BladerJP	Super Nintendo Entertainment System	1992-01-31	65.0		Enix	Quintet		Cartridge	1992-01-31	1992-08-01	1994-01-27			https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14733	Splash Lake	TurboGrafx-16	1991-06-28	65.0		TTI (US) NEC Avenue (JP)	Bits Laboratory	puzzle video game	Commercial	1991-06-28	1992-08-01				https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14734	Super Play Action Football	Super Nintendo Entertainment System	1992-08-01	65.0		Nintendo	Tose	American football video game	Cartridge		1992-08-01				https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14735	Super Smash TV	Sega Genesis	1992-08-01	65.0		Flying Edge	Probe Software	action game	Cartridge		1992-08-01	1992-11-01			https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14736	The Amazing Spider-Man 2	Game Boy	1992-01-01	65.0		LJN	Bits Studios	action film	Cartridge		1992-08-01	1992-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14737	The Terminator	Sega Master System	1992-08-01	65.0		Virgin Games	Probe Software	action film	Cartridge			1992-08-01			https://en.wikipedia.org/wiki/List_of_Master_System_games	
14738	WWF Superstars 2	Game Boy	1992-08-01	65.0		LJN NA/EU Acclaim Japan JP	Sculptured Software	professional wrestling video game	Cartridge	1993-05-21	1992-08-01	1993-01-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14739	Chibi Maruko Chan 4: Korega Nihon Dayo Ouji Sama	Game Boy	1992-08-07	65.0		Takara	KID	slice of life anime and manga	Cartridge	1992-08-07					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14740	Dragon Ball Z III: Ressen Jinzōningen	Nintendo Entertainment System	1992-08-07	65.0		Bandai	Tose		Cartridge	1992-08-07					https://en.wikipedia.org/wiki/List_of_Nintendo_Entertainment_System_games	
14741	Dragon Knight II	TurboGrafx-16	1992-08-07	65.0		NEC Avenue	ELF Corporation	eroge	Commercial	1992-08-07					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14742	Honō no Tōkyūji: Dodge Danpei	Game Gear	1992-08-07	65.0		Sega	SIMS	action anime and manga	Cartridge	1992-08-07					https://en.wikipedia.org/wiki/List_of_Game_Gear_games	
14743	Hyokkori Hyōtanjima: Daitōryō o Mezase!	Sega Genesis	1992-08-07	65.0		Sega	Japan System House		Cartridge	1992-08-07					https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14744	Masakari Densetsu: Kintarou Action-Hen	Game Boy	1992-08-07	65.0		Tonkin House	TOSE		Cartridge	1992-08-07					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14745	Nanonote	Game Boy	1992-08-07	65.0		Konami			Cartridge	1992-08-07					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14746	Nekketsu Kōkō Dojjibōru Bu: Mega Doraibu Sakkā-hen	Sega Genesis	1992-08-07	65.0		Palsoft	Aspect		Cartridge	1992-08-07					https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
14747	Pipe Dream	Super Nintendo Entertainment System	1992-08-07	65.0		Bullet-Proof Software	Tose		Cartridge	1992-08-07					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
14748	Power League V	TurboGrafx-16	1992-08-07	65.0		Hudson Soft			Commercial	1992-08-07					https://en.wikipedia.org/wiki/List_of_TurboGrafx-16_games	
14749	Quiz Sekai wa Show by Shoubai!!	Game Boy	1992-08-07	65.0		Takara	Sun L		Cartridge	1992-08-07					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
14750	Shodai Nekketsu Kouha Kunio-kun	Super Nintendo Entertainment System	1992-08-07	65.0		Technōs Japan	Technōs Japan		Cartridge	1992-08-07					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
